1;1;Abant İzzet Baysal Üniversitesi;Resim-İş Öğretmenliği;08.2010;08.2014;Örgün Öğretim;Türkçe;Grafik Sanatları
1;2;Güzel Sanatlar lisesi;Resim;05.2010;Güzel Sanatlar Lisesi
